index,beer_name,beer_abv,beer_ibu,beer_style
1894,Certified Organic Amber Ale,4.8,0,American-Style Amber/Red Ale
1895,Cascade Amber,0.0,0,American-Style Amber/Red Ale
1896,Mavericks Amber Ale,4.8,0,American-Style Amber/Red Ale
1897,Amber,5.0,0,American-Style Amber/Red Ale
1898,Epiphany Ale,5.5,0,American-Style Amber/Red Ale
1899,Paint the Town Red,0.0,0,American-Style Amber/Red Ale
1900,Grid Iron Amber Ale,5.6,0,American-Style Amber/Red Ale
1901,Red Ale,0.0,0,American-Style Amber/Red Ale
1902,Avalanche Amber,5.4,0,American-Style Amber/Red Ale
1903,Levity Amber Ale,5.1,0,American-Style Amber/Red Ale
1904,La Roja,7.2,0,American-Style Amber/Red Ale
1905,Amber Ale,0.0,0,American-Style Amber/Red Ale
1906,Heater,0.0,0,American-Style Amber/Red Ale
1907,Teton Ale,0.0,0,American-Style Amber/Red Ale
1908,Red Truck Ale,0.0,0,American-Style Amber/Red Ale
1909,Red Truck Ale,0.0,0,American-Style Amber/Red Ale
1910,Red Truck Ale,0.0,0,American-Style Amber/Red Ale
1911,Flagship Red Alt Ale,5.2,0,American-Style Amber/Red Ale
1912,Atlas Amber Ale,0.0,0,American-Style Amber/Red Ale
1913,Sequoia Red,0.0,0,American-Style Amber/Red Ale
1914,Navidad,0.0,0,American-Style Amber/Red Ale
1915,Free Bike Amber,4.5,0,American-Style Amber/Red Ale
1916,Firehouse Red,0.0,0,American-Style Amber/Red Ale
1917,Organic Amber Ale,5.0,0,American-Style Amber/Red Ale
1918,Red Menace Big Amber,0.0,0,American-Style Amber/Red Ale
1919,Pioneer Black River Red,0.0,0,American-Style Amber/Red Ale
1920,Red Ale,5.5,0,American-Style Amber/Red Ale
1921,Red Coat Ale,5.7,0,American-Style Amber/Red Ale
1922,Calico Jack Amber Ale,5.4,0,American-Style Amber/Red Ale
1923,Special Ale,0.0,0,American-Style Amber/Red Ale
1924,Unicorn Amber Ale,4.0,0,American-Style Amber/Red Ale
1925,Saint Peter Red,0.0,0,American-Style Amber/Red Ale
1926,Long Face Amber,0.0,0,American-Style Amber/Red Ale
1927,Censored (aka The Kronic),5.9,0,American-Style Amber/Red Ale
1928,Thunderhead Amber Ale,6.0,0,American-Style Amber/Red Ale
1929,Redwing,4.73,0,American-Style Amber/Red Ale
1930,Big Hoppy Monster,8.75,0,American-Style Amber/Red Ale
1931,Light Amber Ale,0.0,0,American-Style Amber/Red Ale
1932,Auburn Ale,5.0,0,American-Style Amber/Red Ale
1933,Amber Ale,0.0,0,American-Style Amber/Red Ale
1934,Amber,0.0,0,American-Style Amber/Red Ale
1935,Double Barrel Ale,5.0,0,American-Style Amber/Red Ale
1936,Mermaid Red,0.0,0,American-Style Amber/Red Ale
1937,Amber,0.0,0,American-Style Amber/Red Ale
1938,Levitation Ale,4.4,0,American-Style Amber/Red Ale
1939,Amber Ale,0.0,0,American-Style Amber/Red Ale
1940,Sunset Amber Ale,5.0,0,American-Style Amber/Red Ale
1941,Red Trolley Ale,0.0,0,American-Style Amber/Red Ale
1942,Irish Red,0.0,0,American-Style Amber/Red Ale
1943,Port Washington Amber Ale,0.0,0,American-Style Amber/Red Ale
1944,Tie Die Red,0.0,0,American-Style Amber/Red Ale
1945,Amber Ale,0.0,0,American-Style Amber/Red Ale
1946,Amber Plus,0.0,0,American-Style Amber/Red Ale
1947,Irish Red Ale,0.0,0,American-Style Amber/Red Ale
1948,2nd Street Amber,0.0,0,American-Style Amber/Red Ale
1949,Red,0.0,0,American-Style Amber/Red Ale
1950,The Iron Tankard,9.4,0,American-Style Amber/Red Ale
1951,Mile Rock Amber Ale,0.0,0,American-Style Amber/Red Ale
1952,Swede Saw Red Ale,0.0,0,American-Style Amber/Red Ale
1953,Dr. Hops Amber Ale,0.0,0,American-Style Amber/Red Ale
1954,Native Ale,0.0,0,American-Style Amber/Red Ale
1955,German Valley Amber,0.0,0,American-Style Amber/Red Ale
1956,Alpine Glow Red Ale,0.0,0,American-Style Amber/Red Ale
1957,Station House Red Ale,0.0,0,American-Style Amber/Red Ale
1958,Red Rooster Ale,0.0,0,American-Style Amber/Red Ale
1959,Amber Ale,0.0,0,American-Style Amber/Red Ale
1960,Amber,0.0,0,American-Style Amber/Red Ale
1961,Red,0.0,0,American-Style Amber/Red Ale
1962,Dells Chief Amber Ale,4.5,0,American-Style Amber/Red Ale
1963,Eric the Red,0.0,0,American-Style Amber/Red Ale
1964,Quarry Rock Red,0.0,0,American-Style Amber/Red Ale
1965,Golden Gate Amber Ale,0.0,0,American-Style Amber/Red Ale
1966,Fox Tail Amber Ale,0.0,0,American-Style Amber/Red Ale
1967,Fox Tail Amber Ale,0.0,0,American-Style Amber/Red Ale
1968,Red Fox Amber,0.0,0.0,American-Style Amber/Red Ale
1969,Calumet Amber,0.0,0.0,American-Style Amber/Red Ale
1970,Rainbow Red Ale,0.0,0.0,American-Style Amber/Red Ale
1971,Great Lakes Amber Ale,0.0,0.0,American-Style Amber/Red Ale
1972,5 Malt Ale,0.0,0.0,American-Style Amber/Red Ale
1973,Red,0.0,0.0,American-Style Amber/Red Ale
1974,Harvest Amber Ale,0.0,0.0,American-Style Amber/Red Ale
1975,Kilgubbin Irish Ale,0.0,0.0,American-Style Amber/Red Ale
1976,Amber Ale,0.0,0.0,American-Style Amber/Red Ale
1977,Avalanche Amber,0.0,0.0,American-Style Amber/Red Ale
1978,Agassiz Amber,0.0,0.0,American-Style Amber/Red Ale
1979,Amber,0.0,0.0,American-Style Amber/Red Ale
1980,Red Rock,0.0,0.0,American-Style Amber/Red Ale
1981,Redwood Amber,0.0,0.0,American-Style Amber/Red Ale
1982,Red Nectar,5.0,0.0,American-Style Amber/Red Ale
1983,Red Ale,0.0,0.0,American-Style Amber/Red Ale
1984,Limestone 1897 Original Amber Ale (discontinued),0.0,0.0,American-Style Amber/Red Ale
1985,Celebration Red,0.0,0.0,American-Style Amber/Red Ale
1986,Amber Ale,0.0,0.0,American-Style Amber/Red Ale
1987,Red Eye Amber,0.0,0.0,American-Style Amber/Red Ale
1988,Buffalo Ale,0.0,0.0,American-Style Amber/Red Ale
1989,Shawnee Amber Ale,0.0,0.0,American-Style Amber/Red Ale
1990,White Rock Red,0.0,0.0,American-Style Amber/Red Ale
1991,Ranger Red,0.0,0.0,American-Style Amber/Red Ale
1992,Melon Head Red,0.0,0.0,American-Style Amber/Red Ale
1993,Amber,0.0,0.0,American-Style Amber/Red Ale
1994,Amber,0.0,0.0,American-Style Amber/Red Ale
1995,Amber Ale,0.0,0.0,American-Style Amber/Red Ale
1996,Golden Gate Copper Ale,0.0,0.0,American-Style Amber/Red Ale
1997,Raccoon Red Ale,0.0,0.0,American-Style Amber/Red Ale
1998,Baritone Red,0.0,0.0,American-Style Amber/Red Ale
1999,Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2000,Amber,0.0,0.0,American-Style Amber/Red Ale
2001,Red Ale,0.0,0.0,American-Style Amber/Red Ale
2002,Paniolo Ale,0.0,0.0,American-Style Amber/Red Ale
2003,Route 66 Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2004,Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2005,Cambridge Amber,4.3,0.0,American-Style Amber/Red Ale
2006,Boston Red,0.0,0.0,American-Style Amber/Red Ale
2007,Amber,0.0,0.0,American-Style Amber/Red Ale
2008,Sunset Red,0.0,0.0,American-Style Amber/Red Ale
2009,Red Roost Ale,0.0,0.0,American-Style Amber/Red Ale
2010,Red,0.0,0.0,American-Style Amber/Red Ale
2011,Amber,0.0,0.0,American-Style Amber/Red Ale
2012,Red Jack,5.0,0.0,American-Style Amber/Red Ale
2013,Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2014,Avalanche Amber,0.0,0.0,American-Style Amber/Red Ale
2015,Rat Beach Red Ale,0.0,0.0,American-Style Amber/Red Ale
2016,Bitter Amber,0.0,0.0,American-Style Amber/Red Ale
2017,HopBack Amber Ale,5.6,0.0,American-Style Amber/Red Ale
2018,Nugget Nectar,7.5,0.0,American-Style Amber/Red Ale
2019,Spotted Cow,4.8,0.0,American-Style Amber/Red Ale
2020,Celtic Knot Irish Red,4.8,0.0,American-Style Amber/Red Ale
2021,Grinnin' Grizzly Spiced Ale,5.7,0.0,American-Style Amber/Red Ale
2022,Shark Attack Double Red Ale,9.0,0.0,American-Style Amber/Red Ale
2023,Red Ale,0.0,0.0,American-Style Amber/Red Ale
2024,Decadence,13.0,0.0,American-Style Amber/Red Ale
2025,House Ale,4.5,0.0,American-Style Amber/Red Ale
2026,Rising Moon Spring Ale,5.4,0.0,American-Style Amber/Red Ale
2027,Scorpion Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2028,North Star Red,5.8,0.0,American-Style Amber/Red Ale
2029,Old Scratch Lager,5.5,0.0,American-Style Amber/Red Ale
2030,Adnams Fisherman,4.5,0.0,American-Style Amber/Red Ale
2031,Ipswich Harvest,6.9,0.0,American-Style Amber/Red Ale
2032,Truly Honest Ale,6.0,0.0,American-Style Amber/Red Ale
2033,Hop Obama,5.2,0.0,American-Style Amber/Red Ale
2034,Oak Creek Amber Ale,5.5,0.0,American-Style Amber/Red Ale
2035,Market Alley,0.0,0.0,American-Style Amber/Red Ale
2036,Wapiti Amber Ale,5.0,0.0,American-Style Amber/Red Ale
2037,Trail Ridge Red,4.5,0.0,American-Style Amber/Red Ale
2038,Indian Red Ale,6.5,0.0,American-Style Amber/Red Ale
2039,Saint Arnold Amber Ale,5.5,0.0,American-Style Amber/Red Ale
2040,Capital Rustic Ale,0.0,0.0,American-Style Amber/Red Ale
2041,Thoms Special Ale,6.25,0.0,American-Style Amber/Red Ale
2042,Laughing Dragon,6.25,0.0,American-Style Amber/Red Ale
2043,South County American Ale,6.33,0.0,American-Style Amber/Red Ale
2044,Round Barn Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2045,Atomic Raygun Imperial Red,8.3,0.0,American-Style Amber/Red Ale
2046,Duck-Rabbit Amber Ale,5.5,0.0,American-Style Amber/Red Ale
2047,Standing Stone Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2048,Newport Storm Hurricane Amber Ale,5.2,0.0,American-Style Amber/Red Ale
2049,Amber Waves,4.85,0.0,American-Style Amber/Red Ale
2050,Tailgate Amber Wave,6.2,0.0,American-Style Amber/Red Ale
2051,Old Oak Amber Ale,0.0,0.0,American-Style Amber/Red Ale
2052,Red Rocket Ale,6.8,0.0,American-Style Amber/Red Ale
2053,Aviator Red,5.25,0.0,American-Style Amber/Red Ale
2054,Liquid Amber,0.0,0.0,American-Style Amber/Red Ale
2055,Brasserie de Brunehaut Bio BiÃ¨re AmbrÃ©e (Organic),6.5,0.0,American-Style Amber/Red Ale
2056,Rock Art American Red Ale,4.8,0.0,American-Style Amber/Red Ale
2057,Celtic Copper Ale,5.2,0.0,American-Style Amber/Red Ale
2058,Cucapa Honey Ale,4.5,0.0,American-Style Amber/Red Ale
2059,Horizon Red Ale,5.7,0.0,American-Style Amber/Red Ale
2060,Lucky 13 Mondo Large Red Ale,8.3,0.0,American-Style Amber/Red Ale
2061,Manheim Red,5.25,0.0,American-Style Amber/Red Ale
2062,Conundrum Red Ale,7.0,65.0,American-Style Amber/Red Ale
2063,Fall Festivus Ale,4.8,0.0,American-Style Amber/Red Ale
2064,Loakal Red,6.9,0.0,American-Style Amber/Red Ale
2065,Pride & Joy Mild Ale,0.0,0,English-Style Pale Mild Ale
2066,Dark Ale,4.5,0,English-Style Pale Mild Ale
2067,Cream Ale,0.0,0,English-Style Pale Mild Ale
2068,Caramel Apple Ale,0.0,0,English-Style Pale Mild Ale
2069,Madelia Mild,0.0,0,English-Style Pale Mild Ale
2070,Angel Ale,0.0,0,English-Style Pale Mild Ale
2071,Old Devil,0.0,0,English-Style Pale Mild Ale
2072,Pheasant Plucker,0.0,0,English-Style Pale Mild Ale
2073,Itasca Extra Pale Ale,0.0,0,English-Style Pale Mild Ale
2074,Magnificent Mild,0.0,0.0,English-Style Pale Mild Ale
2075,Ruby Mild,0.0,0.0,English-Style Pale Mild Ale
2076,Champions Clubhouse Classic,0.0,0.0,English-Style Pale Mild Ale
2077,Best Mild (discontinued),0.0,0.0,English-Style Pale Mild Ale
2078,Samuel Adams Cherry Wheat,0.0,0.0,English-Style Pale Mild Ale
2079,Valley Brewing London Tavern Ale,4.4,0.0,English-Style Pale Mild Ale
2080,Leute Bok Bier,7.5,0,Traditional German-Style Bock
2081,Geist Bock,6.1,0,Traditional German-Style Bock
2082,LTD 02 Lager,6.4,0,Traditional German-Style Bock
2083,Bock,5.5,0,Traditional German-Style Bock
2084,StÃ¼venbrÃ¤u Maibock,0.0,0,Traditional German-Style Bock
2085,Maibock,0.0,0,Traditional German-Style Bock
2086,Illuminator Doppelbock,6.8,0,Traditional German-Style Bock
2087,Blonde Bock,7.0,0,Traditional German-Style Bock
2088,Urthel Vlaemse Bock,7.5,0,Traditional German-Style Bock
2089,EKU 28,11.0,0,Traditional German-Style Bock
2090,Eisbock,9.2,0,Traditional German-Style Bock
2091,Samichlaus Bier 2005,14.0,0,Traditional German-Style Bock
2092,Aventinus Weizen-Eisbock,12.0,0,Traditional German-Style Bock
2093,La Rossa,7.2,0,Traditional German-Style Bock
2094,Bavarian Bock,0.0,0,Traditional German-Style Bock
2095,Christmas Bock,6.0,0,Traditional German-Style Bock
2096,Curator Dunkler Doppelbock,9.0,0,Traditional German-Style Bock
2097,Nickelbier,6.5,0,Traditional German-Style Bock
2098,Coronator Helle Doppelbock,7.5,0,Traditional German-Style Bock
2099,NaturtrÃ¼bes Kellerbier,0.0,0,Traditional German-Style Bock
2100,Iceberg Copper Bock,0.0,0,Traditional German-Style Bock
2101,Model-A-Tor Doppelbock,7.4,0,Traditional German-Style Bock
2102,Ambrosia Maibock,5.3,0,Traditional German-Style Bock
2103,Bock,5.0,0,Traditional German-Style Bock
2104,Maibock,0.0,0,Traditional German-Style Bock
2105,Spring Bock,0.0,0,Traditional German-Style Bock
2106,Moza,0.0,0,Traditional German-Style Bock
2107,DoppelSticke,8.5,0,Traditional German-Style Bock
2108,Will-BrÃ¤u Ur-Bock,0.0,0,Traditional German-Style Bock
2109,Asam-Bock,6.9,0,Traditional German-Style Bock
2110,Cambonator Doppelbock,7.2,0,Traditional German-Style Bock
2111,Trompe La Mort,7.4,0,Traditional German-Style Bock
2112,Instigator Doppelbock,7.5,0,Traditional German-Style Bock
2113,Helles Bock,6.6,0,Traditional German-Style Bock
2114,Half Again Bock,0.0,0,Traditional German-Style Bock
2115,Bock,0.0,0,Traditional German-Style Bock
2116,St. Martin Doppelbock,7.5,0,Traditional German-Style Bock
2117,Sled Dog Doppelbock,0.0,0,Traditional German-Style Bock
2118,Weathertop Doppelbock,7.3,0,Traditional German-Style Bock
2119,Hibernator Doppelbock,0.0,0,Traditional German-Style Bock
2120,Emancipator,8.3,0,Traditional German-Style Bock
2121,Sublimator Doppelbock,0.0,0,Traditional German-Style Bock
2122,Amber Bock,0.0,0,Traditional German-Style Bock
2123,Maibock,7.2,0,Traditional German-Style Bock
2124,Samuel Adams Chocolate Bock,5.5,0,Traditional German-Style Bock
2125,Maibock,0.0,0,Traditional German-Style Bock
2126,Broken Keg Ice Bock,15.0,0,Traditional German-Style Bock
2127,Z-U-Later Doppelbock,8.0,0,Traditional German-Style Bock
2128,Rycerskie,7.0,0,Traditional German-Style Bock
2129,Spring Bock,0.0,0,Traditional German-Style Bock
2130,Adler BrÃ¤u Doppel Bock Beer,0.0,0,Traditional German-Style Bock
2131,Prostrator Doppelbock,0.0,0,Traditional German-Style Bock
2132,Samichlaus Bier 2003,14.0,0,Traditional German-Style Bock
2133,Big Easy Beer,0.0,0,Traditional German-Style Bock
2134,Doppel-Hirsch Bavarian-Doppelbock,7.2,0,Traditional German-Style Bock
2135,Bajuvator Doppelbock,7.2,0,Traditional German-Style Bock
2136,PrimÃ¡tor Double 24% / PrimÃ¡tor Double Bock Beer,0.0,0,Traditional German-Style Bock
2137,Schokolade Bock,0.0,0,Traditional German-Style Bock
2138,ReichelbrÃ¤u Eisbock,0.0,0,Traditional German-Style Bock
2139,Autumnal Fire,0.0,0,Traditional German-Style Bock
2140,Hacker-Pschorr Hubertus Bock,0.0,0,Traditional German-Style Bock
2141,PrimÃ¡tor Blonde Bock Beer,0.0,0,Traditional German-Style Bock
2142,Dort,6.5,0,Traditional German-Style Bock
2143,Stein Bock,0.0,0,Traditional German-Style Bock
2144,Blonde Bock,0.0,0,Traditional German-Style Bock
2145,Blackburn Doppelbock,7.9,0,Traditional German-Style Bock
2146,Maibock,0.0,0,Traditional German-Style Bock
2147,Bock,0.0,0,Traditional German-Style Bock
2148,Doppelbock Dunkel,7.0,0,Traditional German-Style Bock
2149,Helles Bock,0.0,0,Traditional German-Style Bock
2150,Goat Toppler Mai Bock,0.0,0,Traditional German-Style Bock
2151,Bak,7.3,0,Traditional German-Style Bock
2152,Bockbier,7.0,0,Traditional German-Style Bock
2153,Unimator,0.0,0,Traditional German-Style Bock
2154,Starkbier,0.0,0,Traditional German-Style Bock
2155,Triumphator,7.6,0,Traditional German-Style Bock
2156,Maximator,0.0,0,Traditional German-Style Bock
2157,Winter SkÃ¥l,0.0,0,Traditional German-Style Bock
2158,Maibock,0.0,0,Traditional German-Style Bock
2159,Winter Brew,5.75,0,Traditional German-Style Bock
2160,Winter Fest Beer,0.0,0,Traditional German-Style Bock
2161,Urbock,0.0,0,Traditional German-Style Bock
2162,Ur-Bock Hell,6.5,0,Traditional German-Style Bock
2163,Discombobulator Maibock,0.0,0,Traditional German-Style Bock
2164,Sixtus,0.0,0,Traditional German-Style Bock
2165,Bock,0.0,0,Traditional German-Style Bock
2166,Elephant,7.2,0,Traditional German-Style Bock
2167,Big Butt Doppelbock,5.8,0,Traditional German-Style Bock
2168,What the Helles Bock,0.0,0,Traditional German-Style Bock
2169,Doubledecker Doppelbock,0.0,0.0,Traditional German-Style Bock
2170,Maibock,0.0,0.0,Traditional German-Style Bock
2171,Bockbier,0.0,0.0,Traditional German-Style Bock
2172,Scapegoat Doppelbock,0.0,0.0,Traditional German-Style Bock
2173,Scapegoat Bock,0.0,0.0,Traditional German-Style Bock
2174,Dusseldorfer Doppelbock,6.0,0.0,Traditional German-Style Bock
2175,Bock,0.0,0.0,Traditional German-Style Bock
2176,Doppelbock,10.0,0.0,Traditional German-Style Bock
2177,Holiday Wheat Bock,0.0,0.0,Traditional German-Style Bock
2178,Aviator Doppelbock,0.0,0.0,Traditional German-Style Bock
2179,Bock Dark,0.0,0.0,Traditional German-Style Bock
2180,Limestone Bavarian Style Bock (discontinued),0.0,0.0,Traditional German-Style Bock
2181,Jack Frost Winter Doppelbock,0.0,0.0,Traditional German-Style Bock
2182,Eisbock,0.0,0.0,Traditional German-Style Bock
2183,Hexen BrÃ¤u,0.0,0.0,Traditional German-Style Bock
2184,Honey Bock,0.0,0.0,Traditional German-Style Bock
2185,Porteris,7.0,0.0,Traditional German-Style Bock
2186,Lion Lev Export Lager Beer Double Bock,0.0,0.0,Traditional German-Style Bock
2187,Black Rock Bock,0.0,0.0,Traditional German-Style Bock
2188,Pale Bock,0.0,0.0,Traditional German-Style Bock
2189,Maibock,0.0,0.0,Traditional German-Style Bock
2190,Spring Bock,0.0,0.0,Traditional German-Style Bock
2191,PENNdemonium,8.0,0.0,Traditional German-Style Bock
2192,Doppel Bock,8.1,0.0,Traditional German-Style Bock
2193,St. Nikolaus Bock Bier,6.0,0.0,Traditional German-Style Bock
2194,Samuel Adams Double Bock,8.8,0.0,Traditional German-Style Bock
2195,Samuel Adams Winter Lager,5.8,0.0,Traditional German-Style Bock
2196,Bock Beer,5.9,0.0,Traditional German-Style Bock
2197,Yuengling Bock Beer,0.0,0.0,Traditional German-Style Bock
2198,Sacramento Bock,6.5,0.0,Traditional German-Style Bock
2199,Saint Arnold Spring Bock,6.4,0.0,Traditional German-Style Bock
2200,Blizzard Bock,6.1,0.0,Traditional German-Style Bock
2201,Black Rye Bock,6.2,0.0,Traditional German-Style Bock
2202,Blue Dot Double India Pale Ale,7.0,0,Imperial or Double India Pale Ale
2203,Industrial IPA,7.4,0,Imperial or Double India Pale Ale
2204,Moylander Double IPA,8.5,0,Imperial or Double India Pale Ale
2205,California Dreaming,8.0,0,Imperial or Double India Pale Ale
2206,Dorado Double IPA,9.6,0,Imperial or Double India Pale Ale
2207,Pure Hoppiness,8.0,0,Imperial or Double India Pale Ale
2208,Ruination IPA,7.7,0,Imperial or Double India Pale Ale
2209,Hop Rod Rye,8.0,0,Imperial or Double India Pale Ale
2210,Dreadnaught Imperial IPA,9.5,0,Imperial or Double India Pale Ale
2211,Boss Hog Double IPA,10.1,0,Imperial or Double India Pale Ale
2212,Racer X,7.8,0,Imperial or Double India Pale Ale
2213,Hop Wallop,8.5,0.0,Imperial or Double India Pale Ale
2214,Double D IPA,8.2,0.0,Imperial or Double India Pale Ale
2215,Hop 15 Ale,10.0,0.0,Imperial or Double India Pale Ale
2216,Double Simcoe IPA,9.0,0.0,Imperial or Double India Pale Ale
2217,120 Minute IPA,18.0,0.0,Imperial or Double India Pale Ale
2218,90 Minute IPA,9.0,0.0,Imperial or Double India Pale Ale
2219,Double Trouble IPA,9.8,0.0,Imperial or Double India Pale Ale
2220,Double Dog Double Pale Ale,11.5,0.0,Imperial or Double India Pale Ale
2221,Daddy Fat Sacs Imperial IPA,7.5,0.0,Imperial or Double India Pale Ale
2222,Oak Aged Unearthly Imperial Pale Ale,11.0,0.0,Imperial or Double India Pale Ale
2223,Hop Stoopid,8.2,0.0,Imperial or Double India Pale Ale
2224,Moylans Hopsickle Imperial Ale,9.2,0.0,Imperial or Double India Pale Ale
2225,Beyond The Gates Double IPA,7.5,0.0,Imperial or Double India Pale Ale
2226,Hop Juice Double IPA,9.4,0.0,Imperial or Double India Pale Ale
2227,Uberhoppy Imperial IPA,10.5,0.0,Imperial or Double India Pale Ale
2228,Cobra-Hood IPA,7.3,0.0,Imperial or Double India Pale Ale
2229,Double Wide I.P.A.,8.5,0.0,Imperial or Double India Pale Ale
2230,Hoppe Imperial Extra Pale Ale,8.0,0.0,Imperial or Double India Pale Ale
2231,Gemini Imperial Blended Ale,10.5,0.0,Imperial or Double India Pale Ale
2232,Double Paw,8.5,0.0,Imperial or Double India Pale Ale
2233,Cousin Jax,9.0,0.0,Imperial or Double India Pale Ale
2234,Bourbon Barrel Aged Cousin Jax,0.0,0.0,Imperial or Double India Pale Ale
2235,Goose Island Imperial IPA,9.0,0.0,Imperial or Double India Pale Ale
2236,Pugsley's Signature Series XXXX IPA,9.25,0.0,Imperial or Double India Pale Ale
2237,Double Trouble Imperial IPA,9.4,0.0,Imperial or Double India Pale Ale
2238,Mojo Risin' Double IPA,10.0,0.0,Imperial or Double India Pale Ale
2239,Standing Stone Double India Pale Ale,0.0,0.0,Imperial or Double India Pale Ale
2240,Bittersweet Lenny R.I.P.A.,10.0,0.0,Imperial or Double India Pale Ale
2241,Hopnoxxxious,7.45,0.0,Imperial or Double India Pale Ale
2242,Apocalypse Cow,10.0,0.0,Imperial or Double India Pale Ale
2243,Scratch #20 2009 Apollo Imperial Ale,7.0,0.0,Imperial or Double India Pale Ale
2244,The Oracle DIPA,0.0,0.0,Imperial or Double India Pale Ale
2245,Otter Creek Imperial India Pale Ale,11.0,0.0,Imperial or Double India Pale Ale
2246,NÃ¸gne Ã˜ Doppelt IPA,8.0,0.0,Imperial or Double India Pale Ale
2247,Heavy Seas Big DIPA,10.6,0.0,Imperial or Double India Pale Ale
2248,Obliteration I,8.5,0.0,Imperial or Double India Pale Ale
2249,Obliteration II,8.3,0.0,Imperial or Double India Pale Ale
2250,Obliteration V,8.2,0.0,Imperial or Double India Pale Ale
2251,Big A IPA,9.6,0.0,Imperial or Double India Pale Ale
2252,3rd Anniversary Ale,10.0,0.0,Imperial or Double India Pale Ale
2253,DuganA IPA,8.5,0.0,Imperial or Double India Pale Ale
2254,Hardcore IPA,9.0,0.0,Imperial or Double India Pale Ale
2255,2xIPA,0.0,0.0,Imperial or Double India Pale Ale
2256,Captain's Reserve Imperial IPA,9.0,0.0,Imperial or Double India Pale Ale
2257,Squall IPA,9.0,0.0,Imperial or Double India Pale Ale
2258,Exit 16 - Wild Rice Double IPA,8.2,0.0,Imperial or Double India Pale Ale
2259,Unfiltered Double Simcoe IPA,9.0,0.0,Imperial or Double India Pale Ale
2260,Arctic Panzer Wolf,9.0,0.0,Imperial or Double India Pale Ale
2261,Free Loader Double Red IPA,0.0,0.0,Imperial or Double India Pale Ale
2262,Hop Dam Triple IPA,10.0,0.0,Imperial or Double India Pale Ale
2263,Mean Manalishi Double I.P.A.,8.2,0.0,Imperial or Double India Pale Ale
2264,Apex,7.5,0.0,Imperial or Double India Pale Ale
2265,Mongo Double IPA,8.5,0.0,Imperial or Double India Pale Ale
2266,2x4 India Pale Ale,7.0,0.0,Imperial or Double India Pale Ale
2267,Kryptonite Imperial IPA,9.0,0.0,Imperial or Double India Pale Ale
2268,471 IPA,9.2,0.0,Imperial or Double India Pale Ale
2269,Harpoon Leviathan,10.0,0.0,Imperial or Double India Pale Ale
2270,Cold Hop,6.5,0,English-Style India Pale Ale
2271,Hitachino Nest Japanese Classic Ale,7.0,0,English-Style India Pale Ale
2272,Empire India Pale Ale,7.5,0,English-Style India Pale Ale
2273,Hoppy Chick,5.75,0.0,English-Style India Pale Ale
2274,Herb Superb,6.0,0.0,English-Style India Pale Ale
2275,Bluejackets Best,6.25,0.0,English-Style India Pale Ale
2276,Proper Job,5.5,0.0,English-Style India Pale Ale
2277,Backyard India Pale Ale,6.1,0.0,English-Style India Pale Ale
2278,Bird of Prey IPA,8.26,0.0,English-Style India Pale Ale
2279,IPA,3.5,0.0,English-Style India Pale Ale
2280,Iron Rail IPA,7.2,0.0,English-Style India Pale Ale
2281,LuciÃ©rnaga,6.5,0,Belgian-Style Pale Ale
2282,Abbey Extra,4.5,0.0,Belgian-Style Pale Ale
2283,Karma,5.2,0.0,Belgian-Style Pale Ale
2284,Captin Lawrence Liquid Gold,6.0,0.0,Belgian-Style Pale Ale
2285,Vertical Epic 10.10.10,9.5,0.0,Belgian-Style Pale Ale
2286,90 Shilling,5.3,0,Scottish-Style Light Ale
2287,Der Weisse Bock,8.5,0,South German-Style Weizenbock
2288,Aventinus Weizenstarkbier / Doppel Weizen Bock,8.2,0,South German-Style Weizenbock
2289,Oktoberfest,0.0,0,South German-Style Weizenbock
2290,Whoville Weizenbock,6.6,0,South German-Style Weizenbock
2291,Hefeweizen,7.5,0,South German-Style Weizenbock
2292,Us Heit Dubbel Tarwe Bier,0.0,0,South German-Style Weizenbock
2293,WeiÃŸbier Pikantus,0.0,0,South German-Style Weizenbock
2294,Weizen Bock,10.0,0,South German-Style Weizenbock
2295,Volks Weizenbock,7.2,0.0,South German-Style Weizenbock
2296,Moonglow Weizenbock,8.7,0.0,South German-Style Weizenbock
2297,Hang Ten,10.0,0.0,South German-Style Weizenbock
2298,Glockenspiel,8.0,0.0,South German-Style Weizenbock
2299,Skinny Dip,4.2,0,Golden or Blonde Ale
2300,Golden Treasure,4.2,0,Golden or Blonde Ale
2301,Bright Spot Golden Ale,4.5,0,Golden or Blonde Ale
2302,Cross of Gold,0.0,0.0,Golden or Blonde Ale
2303,Liquid Sunshine Blonde Ale,5.0,0.0,Golden or Blonde Ale
2304,Base Camp Golden Ale,4.9,0.0,Golden or Blonde Ale
2305,6,6.0,0.0,Golden or Blonde Ale
2306,South Park Blonde,5.0,0.0,Golden or Blonde Ale
2307,Ipswich Summer,4.9,0.0,Golden or Blonde Ale
2308,Gold Coast Blonde Ale,4.4,0.0,Golden or Blonde Ale
